nombre,tipo_plaza,ciudad,wifi,cine,estacionamiento,tiendas,niveles,Autoservicio,"Cafés, Helados y Dulces",Calzado,Departamental,Deportes,Dulces y Chocolates,Entretenimiento,Gimnasio,"Foto, Música, Libros y Regalos",Hogar,Joyería y Accesorios,Mascotas,Moda,Niños y bebés,Ópticas,Otros,Restaurantes y Food Court,Salud y Belleza,Servicios,Tecnología,Vinos y Licores,num_elementos,num_tiendas
centro santa fe,Lifestyle Center,CDMX,si,si,si,si,4 niveles,Chedraui Selecto'," 'Baskin Robbins', ""Ben & Jerry's"", 'Café Punta del Cielo', 'Café Society', 'Cielito Querido Café', 'Dairy Queen', 'El Globo', 'El Globo', 'Häagen Dazs', 'Krispy Kreme', 'La Cupcakería', 'Moyo Frozen Yogurt', 'Neve Gelato', 'Neve Gelato', ""Nuny's Yogurt"", 'Nutrisa', 'Starbucks', 'Teavana', 'Yögen Fruz'","3:23 Shoetique', 'Aldo', 'Antela Rossi', 'Ben Betesh', 'Bio Relax', 'Birkenstock', 'Camper', 'Capa de Ozono', 'Crane', 'Crocs', 'Dorothy Gaynor', 'El Borcegui', 'Emyco', 'Flavio Gatto', 'Flexi', 'Georgie Boy', 'Gillio', 'Gran Vía', ""Hill's Collection"", 'Jarking', 'Jean Pierre', 'La Milagresa LM & CO.', 'Menbur', 'Michel Domit', 'Nine West', 'Paraná', 'Pikolinos', 'Prada', 'Pretty Ballerinas', 'Rudos', 'Shoes México Kids & Teens Foot...', 'Skechers', 'Sorrento', 'Steve Madden / Vince Camuto', 'Tamaris', ""The Athlete's Foot"", 'Trender', 'Vans'"," 'Experiencia Gourmet Liverpool', 'Liverpool', 'Sanborns', 'Sears'","Adidas', 'Adidas Performance', 'Fitness Station', 'Fullsand', 'Hurley', 'Innovasport', 'Martí', 'Martí Nike', 'Puma', 'Reebok', 'Salomon', 'Under Armour', 'Xtreme Planet'","Arnoldi', 'Chilim Balam', 'CukiCups Bakery', 'Entrechurros y más', 'Jeff de Bruges', 'The Witty Popcorn'"," 'Alboa', 'Cinemex', 'Disfraces de Peli', 'Game Planet', 'Game Rush', 'KidZania', 'Mixup', 'Pista de Hielo Santa Fe', 'Playtime', 'Yak'",Sport City',"Davidoff', 'El Péndulo', 'Festivities Yayis', 'FujiFilm', 'Nici', 'Proyecto Digital', 'Trenes de Santa Fe', 'Yellowkorner', 'Zurich'","Artell', 'Ashico', 'Attitude Collection', 'Bensire', 'Casa Italia', 'Casa Palacio', 'Caspi Design', 'Cocinas Olimpic', 'Cocinas Oliver Allmilmo', 'Cocinas Quetzal', 'Correlli Glass', 'Detaller', 'Dormimundo', 'El Palacio de Hierro', 'Exis Posters', 'Farzin', 'Futon Tanoshii', 'Green Furniture', 'Interkrim Interiorismo', 'La Ruta de las Indias', 'Luminiere', 'Mariangel Coghlan', 'Martha Sophia', 'Móbica', 'Neblus', 'Núvole', 'Palacio Restaurante', 'Palacio Spa', 'Points', 'Pop Atelier', 'Recubre', 'Roche Bobois', 'Sabor Madera', 'Sindo Outdoor', 'Soda Pop', 'Tapetes Tufan', 'Tempur', 'Terrés', 'The Home Store', 'Tupperware', 'Tuy', 'Woods Muebles'","Accessorize', 'Aïta Barcelona', 'Aristocrazy', 'Berger Joyeros', 'Bfashion', 'Bizzarro', 'Cloe', 'Coach', 'Cristal Joyas', 'Cronometria Tiempo y Joyas', 'De la Fuente Bustillo', 'Diamonds Straat', 'Fabrizio Giannone', 'Guvier', 'Ice Watch', 'Isadora', 'Joyería Borda Omega', 'Kipling', 'La Pequeña Suiza', 'Mario Hernandez', 'Mobo', 'Mywalit', 'Pandora', 'Raymond Weil', 'Samsonite', 'Sanrio Surprises', 'Swarovski', 'Tane', 'Tanya Moss', 'TimeOut', 'Todo Moda', 'Tous', 'Watch 2 GO'","Maskota', 'Petland'","7 Camicie', '98 Coast Av. / Too Late', 'Adolfo Dominguez', 'Aéropostale', 'Aldo Conti', 'Aldo Conti Jr.', 'American Eagle Outfitters', 'Armani Exchange', 'Banana Moon', 'Banana Republic', 'BARI Swimwear', 'BCBGMAXAZRIA', 'Bebe', 'Belly Couture', 'Bershka', 'Bimba y Lola', 'Brooks Brothers', 'Café Coton', 'Calvin Klein Jeans', 'Carlo Giovanni', 'Casa del Lino', 'Casa Rionda', 'Casa Vogue', ""Chico's"", 'Corneliani', 'Cremieux', 'Cuadra', 'Diesel', 'Dockers', 'Dolce & Gabbana', 'Emporio Armani', 'Equipe', 'Ermenegildo Zegna', 'Express', 'Faconnable', 'Ferrioni', 'Ferrioni', 'Fiorentina', 'Gap', 'Genoveva Domenzain', 'Guess', 'H&M', 'Hackett', 'Halston Heritage', 'Harmont & Blaine', 'High Life', 'Intimissimi & Calzedonia', 'Ivonne', 'Julio', 'Kalosoma', 'Karen Millen', 'Kate Spade', 'Kenneth Cole', 'Koaj', 'La Martina', 'Lacoste', ""Levi's"", 'Liz Minelli', 'LOB', 'Loft', 'Mango', 'Marc Jacobs', 'María Isabel', 'Massimo Dutti', 'Max Mara', 'Michael Kors', 'My Story', 'Nicholas', 'Oysho', 'P.S. from Aéropostale', 'Pantera', 'Paul & Shark', 'Penguin', 'Pepe Jeans', 'Pull & Bear', 'Quiksilver', 'Rapsodia', ""Robert's"", 'Saks Fifth Avenue', 'Salvatore Ferragamo', 'Scappino', 'Scotch & Soda', 'Secreto', 'Sexy Jeans', 'Sfera', 'Shasa', 'Soho', 'Sperry', 'Strellson', 'Studio F', 'Tendenza', 'Theory', 'Thomas Pink', 'Tommy Hilfiger', 'Totto', 'Touché', 'True Religion', 'United Colors of Benetton', 'Uterqüe', 'Vanity', ""Victoria's Secret"", 'Vilebrequin', ""Women'secret"", 'Zara', 'Zara Home', 'Zingara Swimwear'","Baby Town', 'Babycottons', 'Build-A-Bear WorkShop', 'Campanita & Kids', 'Catimini', 'Distroller', 'Enfance Couture', 'Gocco', 'Imaginarium', 'Juguetron', 'Justice', 'Libélula', 'Monketo', 'Montecassino', 'Nanos', 'Neck & Neck', 'Pili Carrera', 'True KiDS', ""Zilery's"""," 'iNMODA Ópticas', 'Kauffman Ópticas', 'Lux Sport', 'Micromega', 'Ópticas Devlyn', 'Ópticas LUX', 'Optikal & Krono Shop', 'Sunglass Hut', 'Vetro'",Crochet'," '50 Compas', '50 Friends', 'Arrachera House', 'Asadero Uno', 'Asia', ""Auntie Anne's"", 'Beer Factory', 'BRASSI', 'Burger King', 'Burritos Grill', 'California Pizza Kitchen', ""Carl's Jr."", 'Cassava Roots', 'Chang Hing', 'Chazz', ""Chili's"", 'China Town', 'Crepes & Crepes', 'Crepes & Waffles', ""Domino's Pizza"", 'Don Delfín', 'El 10 Comida Argentina', 'El Farolito', 'Garabatos', 'Green Grass', ""Italianni's"", 'KFC', 'La Buena Tierra', 'La Calle', 'La Cantina N°20', 'La Cervecería de Barrio', 'La Ciudad de Colima', 'La Guadaña', 'Libano Express', ""McDonald's"", 'Miyako', 'Mr. Sushi', ""Nathan's"", 'Novecento', ""P.F. Chang's"", 'Panda Express', 'Pane En Vía', 'Pizza Hut', 'Puntarena', 'Quiznos', 'Restaurante El Bajío', 'Sbarro', 'Secret Wok', ""Shakey's"", 'Sixties Burger', 'Sliders', 'Stuffa', 'Subway', 'Sushi Itto', 'Sushi Roll', 'Taco Inn', 'Taquería La Norteña de Mis Sa...', 'TGI Fridays', 'The Cheesecake Factory', 'Tortas La Castellana'"," 'Bath & Body Works', 'Bellísima', 'Crabtree & Evelyn', 'Derma', 'Faces', 'GNC', ""L'Occitane en Provence"", 'Lush', 'MAC Cosmetics', 'Phiten', 'Sally Beauty', 'Sephora', 'The Body Shop', 'Yves Rocher'","Actinver', 'Aeroméxico', 'AMS Hair Boutique', 'Autofin', 'Banamex', 'Banorte', 'BBVA ', 'Bejjani', 'Bolería', 'Brow + Lash Bar by la China', 'Casa Gose Centro Cambiario', 'Centro de Atención a Clientes ...', 'Centro de Atención CSF', 'Cerrajería Centro Santa Fe', 'CFE', 'Chevrolet', 'CIBanco', 'CIBanco', 'Club Premier', 'D Galeri Beauty Center', 'Dish', 'El Costurero', 'Expo Inmobiliaria', 'Farmacia San Pablo', 'Greñitas', 'HSBC', 'Inbursa', 'Iusacell', 'Iusacell', 'IXE', 'Joss Claude', 'Módulo de Licencias y Pasaport...', 'Montepío Luz Saviñón', 'Montepío Luz Saviñón', 'Nacional Monte de Piedad', 'Naturelle Beaute Centre Spa', 'Santander', 'Scotiabank', 'Stilisimo', 'Telcel', 'United', 'Viajes Intermex'","Bang & Olufsen', 'Best Buy', 'iShop Mixup', 'Movistar', 'Nextel', 'RadioShack', 'Steren Shop'","""La Europea""",21,437
centro san miguel,Lifestyle Center,Estado de ... Cuautitlá...,si,si,si,si,1 nivel,0,"'Always Coffee', 'El Globo', 'Helados Holanda', 'La Michoacana', 'Nutrisa'","'Addiction Shoes', 'Charly', 'Rudos', 'Zapaterías Pakar'",Coppel',"Soccer Only', 'Sports Gym'", 'Pastelería la Rivera',"Blockbuster', 'Recórcholis', 'V Games'",Sport Center',"Dark & Angel', 'Libros Ejemplares', 'Star Watch'","Calentadores Solares', 'Classic'"," 'Suhui', 'Swatch', 'Sweet Design', 'Todo Moda'","Maskota', 'Veterinaria Vet Pet'","Antica Sleep Wear', 'C&A', 'Firho', 'Funky Diva', 'Ibiza', ""Opp's Jeans"", 'Quarry Jeans', 'Ropa Tallas Extras', 'Tamarinda Teens', 'Vicky Form', 'Wonderland'",0,Ópticas Devlyn',Melate'," 'Burger King', 'Delichurros', 'Frutilocos', 'KFC', 'Long Hang', 'Los Quebraditos', 'Perros y Burros', 'Postres Burger King', 'Restaurantes California', 'Sportortas', 'Subway'","Amour Cosmetics', 'Fraiche'"," 'Angloamericano', 'Banamex', 'BBVA ', 'BodyBrite', 'CFE', 'Estética Orión', 'Inbursa', 'Iusacell', 'Iusacell', 'Logitel', 'Orthodontic Centers of America', 'Podología Actualizada', 'Prendamex', 'Santander', 'Studio R', 'Telcel'"," 'Matrix', 'Movistar', 'Movistar Centro De Atención A ...', 'RadioShack'",0,18,74
centro mayor puebla,Lifestyle Center,Puebla Heróica P...,si,si,si,si,2 niveles,0,"'Belgian Wafels', ""Gloria Jean's Coffees""",0,0," 'Latitud', 'Xpert Running Store'"," ""Chocol'art""",Pincatas',"'Anytime Fitness', 'JC Dance Studio'",'Click & click',"'Gabín', 'Kinata'",0,0," 'Majo', 'Marcel'",0,0,Melate',"Chuck E. Cheese's, 'Pür Wellnessbar', 'Sushi Hitoshi', 'Wok On'",0," 'Advance', 'Allbyte', 'Banamex', 'BanRegio', 'Bélayo', 'BYE', 'DentAP', 'Estrella Roja', 'EVOO', 'Fun Barre', 'Klussmann Hair Lounge', 'Kumon', 'Ruz Gourmet To Go', 'Telcel', 'Willy Budib Eventos'",0," 'Granjas RYC', 'La Central'",12,35
centro maya,Lifestyle Center,Quintana R... Playa del ...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
centro magno,Lifestyle Center,Jalisco Guadalajar...,si,si,si,si,1 nivel,0,0,0,0,0,0,Cinépolis',0,0,0,0,0,Moda',0,0,0,0,0,0,0,0,2,2
centro las americas,Lifestyle Center,Estado de ... Ecatepec d...,si,si,si,si,2 niveles,"""Sam's Club"", 'Walmart'","Big Churro ', 'Cielito Querido Café', 'Delizie', 'El Globo', 'Helados Holanda', 'Krispy Kreme', 'La Michoacana', 'Montparnasse', 'Nutrisa', 'Nutrisa', 'Santa Clara', 'Starbucks', 'Starbucks Coffee'","Capa de Ozono', 'Charly', 'Converse', 'Dorothy Gaynor', 'El Borcegui', 'Flexi', 'Gula', 'Humanic Zapaterías', 'La Joya', 'La Milagresa LM & CO.', 'Michel Domit', 'Mistertennis', 'Nike', 'Paraná', 'Rudos', 'Shoes Inn', 'Stylo Zapaterías', ""The Athlete's Foot"", 'USA Shoes', 'Vans', 'Zapaterías Alciba', 'Zapaterías Avance', 'Zapaterías Las Vegas'"," 'Liverpool', 'Sanborns', 'Sears', 'Suburbia'"," 'All Sports', 'Atléticos', 'Martí', 'Pirma'"," 'Chilim Balam', 'Jolly Rancher ', 'Morrikos', 'Mr. Chamoy ', 'Turin'"," 'Blockbuster', 'Cinépolis', 'Game Planet', 'Gamers', 'Mixup', 'Recórcholis', 'Yak', 'Zoo Riders Recórcholis '", 'Basic Sport City',0," 'Dormimundo', 'Ingenia Muebles', 'Manos Mexicanas', 'Mil Luces', 'Muebles Dico', 'TV Tiendas'"," 'Bizzarro', 'Cristal Joyas', 'Festina', 'Girls ', 'Joyería Taxco', 'LTH', 'Mobo', 'Puma Time ', 'Todo Moda', 'Trendy Accessories', 'Watch2go'","Maskota', 'Pet Land'"," 'Alcíbar', 'Aldo Conti', 'American Level', 'C&A', 'Comfort Jeans', 'COS', 'Ferrioni', 'Hang Ten', 'Ivonne', 'Julio', 'King Monster', 'La Coronela', 'León', ""Levi's"", 'Líneas', 'Liz Minelli', 'Mabel', 'Mama Mia', ""Men's Factory"", 'My Story', 'Nicholas', ""Opp's Jeans"", 'Promoda Outlet', 'Quarry Jeans', 'Sexy Jeans', 'Shasa', 'To Be Fashion Action', 'Tops & Bottoms', 'Toxic', 'Vicky Form', 'World Evolution'","Baby Creysi', 'Campanita & Kids', ""Carter's"", 'Juguetron', 'The Bear House Factory ', 'True KiDS'","Kauffman Ópticas', 'Más Visión', 'Ópticas Devlyn', 'Ópticas Lux', 'Optikal & Krono Shop'",0,"100% Natural', 'Asadero Beef', 'Besa Mezcal', 'Burger King', 'Burger King', 'Burritos Grill', 'Burros & Beer', ""Chili's"", 'Corazón de Maíz ', ""Domino's Pizza"", 'El Portón', 'El Rincón de la Arrachera', 'El Tiburón', 'Green Grass', 'Grex Restaurante', 'Hong Fat', ""Italianni's"", 'Kepacrepa', 'KFC', 'La Ciudad de Colima', 'La Ciudad de Colima', 'Las Flautas', 'Los Bisquets Bisquets Obregón', 'Los Bisquets Bisquets Obregón', ""McDonald's"", 'Moogi Asian Gourmet', 'Mr. Taco', 'Perros y Burros', 'Sixties Burger', 'Sportortas', 'Subway', 'Sushi Itto', 'Sushi Roll', 'Taco Inn', 'Tai Yang', 'Tasty Greens', 'Teriyaki San', 'Villa Italian Kitchen', 'Vips', 'Wing Stop'","Barbería Pereira', 'Clínicas BTC', 'G&K', 'GNC', 'GOC Make Up', 'Herstyler ', 'Perfumes Europeos', 'Phiten', 'Prédiré', 'Sally Beauty'"," '5àSec', 'Aeroméxico', 'AT&T', 'Axtel', 'Banamex', 'Banamex', 'Banorte', 'Básculas Alvaco ', 'BBVA ', 'Bela Form Body Care Center', 'Best Day', 'Cablecom', 'CAC Telcel', 'Casas Ara ', 'Centro de Atención a Clientes ...', 'Cerrajería Espinoza ', 'Chevrolet', 'CIBanco', 'Conaip', 'Consultoría Internacional', 'Decoraciones Jardines ', 'Dish', 'Enrique Bricker', 'Estética Sagitarios', 'Expression By Donal', 'Famsa', 'Ford', 'Foto Jorge', 'Hipotecaria Nacional BBVA ', 'Honda', 'Hotel Fiesta Inn', 'HSBC', 'Hyundai', 'Interlingua', 'Iusacell', 'Laboratorio Médico Polanco', 'Laboratorios Chopo', 'Licencias', 'Maxcom', 'Mazda Ravisa Kodo ', 'Montepío Luz Saviñon', 'Nissan Metrocar ', 'Nueva Automotriz GK. ANCA', 'Office Max', 'Ortopod ', 'Price Travel', 'Primera Plus', 'Santander', 'Santander', 'Scotiabank', 'Sillones de Masajes', 'Slim Center', 'Suzuki', 'Totalplay', 'Toyota', 'Tzunami Tours ', 'Uñas Finas', 'UTEL University'"," 'A-Móvil', 'ACC COM', 'Advanced Telcel', 'All Cell ', 'All Cell Boutique ', 'AM Móvil ', 'Armin Móvil', 'Cellairis', 'CeX We Buy ', 'Movistar', 'Nextel', 'Nextel', 'RadioShack', 'Sony Mega Audio', 'Steren Shop'",0,18,244
centro lago de guadalupe,Lifestyle Center,Estado de ... Tlalnepant...,si,si,si,si,2 niveles,"""Sam's Club"", 'Walmart'","La Reyna Michoacana', 'Nutrisa'"," 'Converse', 'Paola Davol', 'Stylo Zapaterías', 'USA Shoes'","Fábricas de Francia', 'Suburbia'","Martí Outlet', 'Pirma', 'Sport Line', 'Top Outlet'","Gomitas Factory', 'Turin'","Cinépolis', 'Gamers', 'V Games'",0," 'Fiestecitas y Más', 'Tamarinda'","Como lo vió en TV', 'Ingenia Muebles', 'Jr Mueblería', 'Muebles Dico'","JK Accesorios', 'Mobo', 'Todo Moda'",Maskota',"Aldo Conti', 'Firho', 'Líneas', 'Promoda Outlet', 'Quarry Jeans'","El Mundo Didáctico', 'Traviatti'"," 'Centro Arista', 'Especialistas Opticos', 'Más Visión', 'Sunglass Hut'",0,"Beleki', 'Burger King', 'La Cabaña de Don Gil', 'La Crepería', 'La Sorpresa', 'Subway', 'Vips'","GNC', 'Missha'","BBVA ', 'Belisama', 'Best Day', 'CFE', 'Iusacell', 'Montepío Luz Saviñón', 'Price Travel'","Cencel', 'Nextel', 'RadioShack",0,18,59
centro insurgentes,Lifestyle Center,CDMX,si,si,si,si,3 niveles,Oxxo',Café Filicori Zecchini',0,Sanborns',0,0,"Bingo Joker', 'Fly', 'Teatro de los Insurgentes'",0,'Big Moments',0,'Joyería y diseños especiales ...',0,"Fellher', 'Iker'",0,'Kauffman Ópticas',Erotika Love Store',"Allioli', 'Antica Toscana', 'Ebisuhi', 'La Paloma', 'La Papa', 'La Taba', 'Nice Souprise', 'Yen Toa'",Naturhouse',"Abogados Ríos Guillen', 'ASEFI', 'Asesores Profesionales en Finan...', 'Banorte', 'Bronceado Express', 'Cosette', 'Dream Destinations', 'Grupo Bursátil Mexicano', 'La tour du Parisien', 'Maytag', 'Modas Hair', 'Scotiabank', 'Spa Sáasil', 'The Fourth R', 'Valdic'",0,0,12,36
centro cultural plaza cuauhtemoc,Lifestyle Center,CDMX,si,si,si,si,2 niveles,"'Oxxo', 'Tiendas Extra'","Café Mixe', 'Café Sabrosito', 'Helados Engoy', 'Helados Holanda', 'La Michoacana', 'Nutrisa'",Zapatería',Coppel',0," 'Chocolates Fiorentini', 'Dulcería Gus Gus'"," 'Centro Cultural Teatro 1 Y 2', 'Cinemex', 'Game Central', 'Phoenix Arcade'",0," 'Art Music', 'Disco Recuerdo', 'Discos Morales', 'Lo Mejor del Cine', 'Plastic Heroes', 'Salón de Ensayos'","Compra TV', 'Ingenia Muebles'","Divany & Divany', 'El Mundo de los Precios Bajos', 'Forever Fashion', 'Fresh Look', 'Frida Regalos', 'Joyerías MH', 'Punto Sur', 'Ternuritas', 'Todo moda'",0,"Bahamas', 'Bluchi', 'Estampados RB', 'Heron', 'K Cles', 'Loppianno', 'Mascara de Látex', 'Moda Casual', 'Un Pedacito de Bolivia', 'Yuli Li'",0,Óptica Grecia',Erotika Love Store',"Alma De Quetzal', ""Comida Mexicana 'Abue'"", 'Corevyan', 'Flautomanía', 'Guaymas Grill', 'La Puerta', 'La Toscana', 'Long Hang', 'Marinos BBQ', ""McDonald's"", ""McDonald's Helados"", 'Subway', 'Vips', 'Wing Wah'","Blu Cosmetics', 'El Ángel de tu Salud', 'Frederick', ""L'Bel"", 'Productos Alimenticios', 'Tecno Botánica', 'Toda Bonita'","Banorte', 'Bordados Discovery', 'Clínica Ortopodólogica', ""D' Consumibles"", 'Farmacia Millenium', 'Internet', 'Internet', 'Internet Neta', 'Iusacell', 'Refacciones The Truck', 'Refacciones Vargas', 'Telcel', 'Telcel', 'Uñas con Ángel'","RadioShack', 'Telcel Grupo Celis'",0,16,82
centro cuajimalpa,Lifestyle Center,Jalisco Zapopan,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
centro coyoacan,Lifestyle Center,CDMX,si,si,si,si,2 niveles,0,"'Cielito Querido Café', 'Nutrisa', 'Santa Clara', 'Starbucks'"," 'Aldo', 'Dione', 'Dorothy Gaynor', 'Flexi', 'Georgie Boy', 'Gillio', ""Hill's Collection"", 'Jarking', 'La Milagresa LM & CO.', 'La Milagresa LM & CO.', 'Michel Domit', 'Prada', 'Sorrento', 'Stephanie Ascencio', ""The Athlete's Foot"", 'Trender', 'USA Shoes'",Sanborns',"Adidas', 'Fullsand', 'Martí'", 'Chocolates R. Picard',Game Planet',0," 'Final Touch', 'La Casa del Fumador'",0,"Bazart', 'Cristal Joyas', 'De la Fuente Bustillo', 'Isadora', 'Pelletier Paris', 'Soley', 'Swatch', 'Todo Moda', 'Tous'",Maskota',"Bershka', 'Blu Lagoon', 'Café Coton', 'Calvin Klein Underwear', 'Carlo Giovanni', 'Cuadra', 'Dockers', 'Ferrioni', 'Guess', 'High Life', 'Ivonne', 'Jean Pierre', 'Julio', ""Levi's"", 'Liz Minelli', 'LOB', 'Mama Mia', 'Mango', 'Massimo Dutti', 'Nicholas', 'Oysho', 'Pepe Jeans', 'Pierre Christine', 'Pull & Bear', 'Scappino', 'Sexy Jeans', 'Springfield', 'Tommy Hilfiger', 'United Colors of Benetton', ""Victoria's Secret"", 'Wanda Amieiro', ""Women'secret"", 'Zara', '¡Ay Güey!'","Campanita & Kids', 'Catimini', 'Imaginarium', 'Montecassino'","Ópticas Devlyn', 'Ópticas Lux', 'Solare'",0,"Arrachera House', 'Burger King', 'DynastyChinese Food Express', 'Green Grass', ""McDonald's"", 'PalacioRestaurante', 'Parrilla Quilmes Argentina', 'Sbarro', 'Sixties Burger', 'Subway', 'Sukiya ', 'Sushi Tai', 'Taco Inn', 'Tutti Frutti Frozen Yogurt'"," 'GNC', ""Kiehl's"", ""L'Occitane en Provence"", 'MAC Cosmetics', 'Perfume Gallery', 'Sally Beauty', 'Sephora', 'The Body Shop'","Banamex', 'Iusacell', 'Stilisimo', 'Viajes Palacio', 'Villa BellaSalón'","Mixup', 'RadioShack', 'Steren Shop', 'Telcel'",Gourmet palacio',17,113
centro comercial zumpango,Lifestyle Center,Estado de ... Fraccionam...,si,si,si,si,1 nivel,"""Sam's Club"", 'Walmart'","'A-Móvil', 'Movistar', 'Nextel', 'RadioShack'","Botas JOE', 'Converse', 'Scarpelli', 'USA Shoes', 'Zapatería el Rey', 'Zapaterías Avance', 'Zapaterías Tropic'","Coppel', 'Viana'","Botas JOE', 'Converse', 'Scarpelli', 'USA Shoes', 'Zapatería el Rey', 'Zapaterías Avance', 'Zapaterías Tropic'",0,"'Cinépolis', 'Game Spot'",0,0,"'Atlas City Comfort', 'Casa Santiago', 'Colchas Concord', 'Como lo vió en TV', 'CV Directo', 'Hierro Forjado', 'Ingenia Muebles', 'Kasa2', 'Prichos'","Accesorios Celulares', 'Accesorios Roxy', 'Suhui'",0," 'Marcas & Marcas Outlet', 'Quarry Jeans', 'Salvaje Tentación', 'Star Collection'",0," 'Marcas & Marcas Outlet', 'Quarry Jeans', 'Salvaje Tentación', 'Star Collection'",0,"'Asia Town', 'Buffalo TX Wings', 'Burros & Beer', 'Chang Hing', ""Domino's Pizza"", 'El Kiosco', 'La Crepería', ""McDonald's"", ""McDonald's Helados"", 'Trompo Inn', 'Vips'","GNC', 'Perfumes Europeos'","Banamex', 'BBVA ', 'Best Day', 'Cablecom', 'Cash Apoyo Efectivo', 'Iusacell', 'Laboratorio Bios', 'Montepio Luz Saviñon', 'Odapaz', 'Price Travel', 'Telcel', 'Tesorería Zumpango', 'Volkswagen'","'Nextel', 'RadioShack', 'Steren'",0,14,68
centro comercial villasuncion,Lifestyle Center,Aguascalientes,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
centro comercial san marcos,Lifestyle Center,Estado de ... Cuautitlá...,si,si,si,si,1 nivel,"Waldo's, 'Walmart'","El Globo', 'La Michoacana', 'Starbucks'",'Zapaterías Tropic',Sanborns',"'ADIKK', 'Martí'",0," 'Cinemex', 'Cinemex Platino', 'Game Spot', 'Game Zone', 'Yak'",Sport City',0," 'Atlas City Comfort', ""D'Europe"", 'Home Depot', 'Ingenia Muebles', 'Muebles Dico', 'Vianney'",0,Maskota',"'Liz Minelli', 'Mabel', 'Uni-k', 'Vanity', 'Vicky Form'",0,0,0," 'Asadero Beef', ""Benedetti's Pizza"", 'Burger King', ""Carl's Jr."", 'China King', 'El Portón', 'Las Gaoneras', 'Madero Restaurant-Café', 'Pollo Loco', 'Subway', 'Sushi Itto', 'Tortas Locas Hipocampo', 'Tostiflautas'",Derma',"Banamex', 'Banorte', 'BBVA ', 'Business & Therapy Place', 'Casas Quma', 'Cash Apoyo Efectivo', 'Centro de Atención a Clientes ...', 'COI Smile Perfect', 'Fiesta Inn', 'GNP', 'Hipotecaria Nacional', 'Hogares Unión', 'HSBC', 'Infonavit', 'Iusacell', 'izzi', 'Just Kids', 'Manpower', 'Office Max', 'Preparatoria Net', 'Santander', 'Tu Casa Express","'A-Móvil', 'Movistar', 'Nextel', 'RadioShack'",0,14,67
centro comercial plaza patria,Lifestyle Center,Aguascalientes,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
centro comercial parques polanco,Lifestyle Center,CDMX,si,si,si,si,2 niveles,Superama',"El Globo', 'Nutrisa', 'Starbucks'",Nike',0,Swim Store',0,Blockbuser',Sport City','Gasteiz Librería',Muebles Pergo',0,Maskota',"'PermaChef', 'Rock & Couture'",0,"'Óptica Americana', 'Ópticas Devlyn'",0,"'Burguer Bar Joint', 'Cassava Roots', 'City Café', 'El Diez', 'La Ostra', 'Subway', 'TGI Fridays', 'Vips'"," 'GNC', 'Sally Beauty', 'Vellísimo Center'","'Almeida Viajes', 'Banamex', 'Bronzage', 'CFEMático', 'Dental Health', 'HSBC', 'Inbursa', 'Interlingua', 'IXE', 'Office Depot', 'Santander', 'Scotiabank', 'Telcel', 'Tintorerías Pressto', 'Urban Spa', 'Vitalia'",RadioShack',0,15,43
centro comercial lopez mateos,Lifestyle Center,Chihuahua Juárez,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
